Month,Year,Sample_Date,Cruise_#,Station+_Code,Station,Depth_(m),Distance_offshore_(nm),Gear,Start_Time,MMED,GoodHaul,Trawling_distance_(km),Lat,Long,Sablefish_juv,CK_subyearling,CK_yearling,Coho_yearling,Study,TemperatureC_3m,AvgOf_Top10mTempC,AvgOf_Top20mTempC
June,2009,########,36,062509QR10,QR10,47,10,NRT,10:54,No MMED,-1,3.729721,47.5475,-124.609,0,0,3,5,JSOES_Regular,11.9096,11.83621016,11.28348498
June,2009,########,36,062509QR14,QR14,75,14,NRT,12:53,No MMED,-1,3.604849,47.54733,-124.699,0,0,0,11,JSOES_Regular,12.2924,12.28272991,11.45477495
June,2009,########,36,062509QR19,QR19,111,19,NRT,14:54,No MMED,-1,3.654973,47.5485,-124.81,0,4,3,25,JSOES_Regular,12.813,12.75344992,11.59500499
June,2009,########,36,062509QR24,QR24,170,24,NRT,17:02,No MMED,-1,3.701245,47.546,-124.927,0,0,3,14,JSOES_Regular,12.6024,12.57792997,12.3429749
June,2009,########,36,062509QR29,QR29,575,29,NRT,19:11,No MMED,-1,3.693831,47.53617,-125.064,0,0,0,0,JSOES_Regular,13.2885,13.28855019,12.90011506
June,2009,########,36,062609GH26,GH26,147,26,NRT,17:33,No MMED,-1,3.947222,47.00733,-124.804,51,0,0,5,JSOES_Regular,13.3107,13.29160995,12.45164499
June,2009,########,36,062609GH31,GH31,163,31,NRT,18:43,No MMED,-1,3.370365,46.984,-124.915,76,0,0,0,JSOES_Regular,13.3487,13.33585997,12.83249998
June,2009,########,36,062609GH03,GH03,21,3,NRT,7:50,No MMED,-1,3.220426,47.02317,-124.253,0,58,5,1,JSOES_Regular,12.4184,12.40974998,12.38542665
June,2009,########,36,062609GH06,GH06,34,6,NRT,9:56,No MMED,-1,3.497174,47.01283,-124.319,0,23,6,2,JSOES_Regular,12.5708,12.5643199,11.79007502
June,2009,########,36,062609GH10,GH10,52,10,NRT,11:48,No MMED,-1,1.674328,46.98517,-124.406,0,7,8,1,JSOES_Regular,13.0321,12.97297001,11.37894502
June,2009,########,36,062609GH16,GH16,76,16,NRT,13:39,No MMED,-1,3.432043,47.017,-124.557,0,0,2,3,JSOES_Regular,13.0499,13.07444992,12.43786993
June,2009,########,36,062609GH21,GH21,107,21,NRT,15:43,No MMED,-1,3.291222,47.00834,-124.685,0,1,0,3,JSOES_Regular,13.1678,13.16155987,12.045645
June,2009,########,36,062709WB23,WB23,121,23,NRT,15:17,No MMED,-1,3.795982,46.68616,-124.62,159,0,0,1,JSOES_Regular,12.0446,12.57616997,10.77084494
June,2009,########,36,062709WB05,WB05,29,5,NRT,7:41,No MMED,-1,4.204969,46.67367,-124.188,0,20,13,2,JSOES_Regular,12.0785,10.65066004,9.132965016
June,2009,########,36,062709WB09,WB09,56,9,NRT,9:33,No MMED,-1,4.086743,46.68583,-124.294,0,5,5,3,JSOES_Regular,12.5026,11.99384985,10.34839485
June,2009,########,36,062709WB14,WB14,78,14,NRT,11:23,No MMED,-1,3.933766,46.68417,-124.4,0,2,9,19,JSOES_Regular,13.4106,13.09504995,11.21790996
June,2009,########,36,062709WB19,WB19,107,19,NRT,13:22,No MMED,-1,2.838301,46.684,-124.506,0,0,0,2,JSOES_Regular,13.5415,13.29202995,12.90213499
June,2009,########,36,062709WB30,WB30,300,30,NRT,17:39,No MMED,-1,3.788806,46.67117,-124.79,0,0,0,0,JSOES_Regular,14.3702,13.86592989,13.18432999
June,2009,########,36,062809CR25,CR25,151,25,NRT,17:24,No MMED,-1,4.283483,46.1825,-124.557,1,0,0,1,JSOES_Regular,14.2043,14.19919977,13.04366989
June,2009,########,36,062809CR04,CR04,24,4,NRT,7:47,No MMED,-1,2.089897,46.175,-124.082,0,20,3,0,JSOES_Regular,10.9252,10.02668991,9.001080036
June,2009,########,36,062809CR07,CR07,47,7,NRT,9:23,No MMED,-1,4.338665,46.17983,-124.157,0,14,4,2,JSOES_Regular,13.3954,13.18576002,11.38236508
June,2009,########,36,062809CR10,CR10,68,10,NRT,11:08,No MMED,-1,4.0253,46.175,-124.209,0,34,1,0,JSOES_Regular,13.9488,13.68916998,12.72354498
June,2009,########,36,062809CR15,CR15,109,15,NRT,13:04,No MMED,-1,3.85412,46.18217,-124.329,0,33,4,4,JSOES_Regular,14.596,14.53491001,13.61132503
June,2009,########,36,062809CR20,CR20,133,20,NRT,15:10,No MMED,-1,3.989406,46.18217,-124.452,0,20,3,23,JSOES_Regular,14.8558,14.7384099,13.92286491
June,2009,########,36,062909CM10,CM10,130,10,NRT,13:48,No MMED,-1,4.360487,45.50383,-124.21,12,0,0,1,JSOES_Regular,13.7271,13.71212997,13.27319498
June,2009,########,36,062909CM01,CM01,36,1,NRT,7:59,No MMED,-1,4.235614,45.503,-124.014,0,1,0,0,JSOES_Regular,8.8136,8.697880077,8.439964986
June,2009,########,36,062909CM03,CM03,52,3,NRT,9:36,No MMED,-1,4.18483,45.495,-124.038,0,0,0,0,JSOES_Regular,7.9246,7.90934,7.862334991
June,2009,########,36,062909CM05,CM05,85,5,NRT,11:30,No MMED,-1,4.07054,45.49917,-124.099,0,0,0,1,JSOES_Regular,10.2299,10.14110994,9.158939934
June,2009,########,36,062909CM15,CM15,173,15,NRT,16:16,No MMED,-1,3.713791,45.5025,-124.329,0,0,0,0,JSOES_Regular,14.7361,14.73021994,14.33489499
June,2009,########,36,063009NH03,NH03,45,3,NRT,7:57,No MMED,-1,3.842297,44.68184,-124.133,0,0,0,0,JSOES_Regular,7.3491,7.347049999,7.333059978
June,2009,########,36,063009NH05,NH05,59,5,NRT,9:38,No MMED,-1,4.28121,44.68267,-124.179,0,1,2,3,JSOES_Regular,7.9407,7.93227005,7.901895046
June,2009,########,36,063009NH10,NH10,78,10,NRT,12:29,No MMED,-1,4.120675,44.68367,-124.286,0,0,1,3,JSOES_Regular,8.7773,8.772819901,8.467259955
June,2009,########,36,063009NH15,NH15,90,15,NRT,14:31,No MMED,-1,4.252632,44.68483,-124.41,0,0,0,0,JSOES_Regular,9.2004,9.157310104,8.933210039
June,2009,########,36,063009NH20,NH20,134,20,NRT,16:45,No MMED,-1,4.016021,44.68467,-124.519,0,0,0,4,JSOES_Regular,10.1398,10.07921,9.388460016
June,2009,########,36,063009NH05B,NH05,55,5,NRT,10:33,No MMED,-1,2.804307,44.65067,-124.175,0,1,1,0,JSOES_Regular,7.9407,7.93227005,7.901895046
June,2010,########,39,062110FS04,FS04,28,4,NRT,8:12,No MMED,-1,2.192952,48.22233,-124.79,0,0,1,0,JSOES_Regular,9.5652,9.462730122,9.197635174
June,2010,########,39,062110FS07,FS07,53,7,NRT,9:57,No MMED,-1,3.951788,48.2165,-124.867,0,0,0,0,JSOES_Regular,9.5727,9.365769958,8.91054492
June,2010,########,39,062110FS09,FS09,96,9,NRT,11:48,No MMED,-1,3.214723,48.21533,-124.921,0,0,1,0,JSOES_Regular,10.5793,10.45645008,10.01261005
June,2010,########,39,062110FS12,FS12,248,12,NRT,13:53,No MMED,-1,2.882967,48.21433,-124.983,0,0,1,7,JSOES_Regular,10.9095,10.58521023,10.07549515
June,2010,########,39,062110FS17,FS17,115,17,NRT,15:55,No MMED,-1,3.741549,48.24067,-125.122,0,0,1,11,JSOES_Regular,11.1562,10.71095018,10.12597017
June,2010,########,39,062110FS22,FS22,128,22,NRT,18:02,No MMED,-1,3.297209,48.242,-125.234,0,0,1,2,JSOES_Regular,13.1509,13.00379992,12.28968496
June,2010,########,39,062110FS29,FS29,117,29,NRT,20:15,No MMED,-1,3.347198,48.23233,-125.424,0,0,0,0,JSOES_Regular,13.4826,13.36597004,12.86604004
June,2010,########,39,062210LP04,LP04,32,4,NRT,8:06,No MMED,-1,2.470431,47.93567,-124.754,0,190,5,8,JSOES_Regular,11.2179,10.90141001,10.23942995
June,2010,########,39,062210LP06,LP06,49,6,NRT,9:33,No MMED,-1,4.019556,47.93567,-124.798,0,0,4,0,JSOES_Regular,11.2289,10.44899006,9.998800039
June,2010,########,39,062210LP09,LP09,76,9,NRT,11:27,No MMED,-1,3.729282,47.931,-124.874,0,0,2,1,JSOES_Regular,12.4731,12.46657009,12.12635503
June,2010,########,39,062210LP12,LP12,102,12,NRT,13:17,No MMED,-1,3.695745,47.93133,-124.958,0,0,2,11,JSOES_Regular,13.3159,13.07783003,12.15990496
June,2010,########,39,062210LP17,LP17,130,17,NRT,15:20,No MMED,-1,3.472005,47.94167,-125.085,0,0,0,3,JSOES_Regular,13.6839,13.42402992,12.89369998
June,2010,########,39,062210LP22,LP22,172,22,NRT,18:00,No MMED,-1,3.844201,47.9295,-125.195,0,0,0,0,JSOES_Regular,13.163,12.93940992,12.54161992
June,2010,########,39,062210LP27,LP27,487,27,NRT,19:36,No MMED,-1,3.581774,47.90333,-125.303,0,0,0,0,JSOES_Regular,12.9161,12.86046,12.56392999
June,2010,########,39,062210LP17B,LP17,133,17,NRT,16:19,No MMED,-1,1.094796,47.90833,-125.082,0,0,0,2,JSOES_Regular,13.6839,13.42402992,12.89369998
June,2010,########,39,062310QR06,QR06,24,6,NRT,8:37,No MMED,-1,4.183064,47.51517,-124.494,0,25,4,4,JSOES_Regular,13.1204,11.85953007,10.481635
June,2010,########,39,062310QR10,QR10,51,10,NRT,10:26,No MMED,-1,3.696617,47.54883,-124.61,0,16,9,1,JSOES_Regular,11.8219,11.44450998,10.55474
June,2010,########,39,062310QR14,QR14,78,14,NRT,12:23,No MMED,-1,4.12782,47.54467,-124.705,0,3,6,23,JSOES_Regular,10.6586,10.56524982,10.20345993
June,2010,########,39,062310QR19,QR19,109,19,NRT,14:27,No MMED,-1,3.769137,47.54883,-124.809,0,0,2,30,JSOES_Regular,12.2724,12.06793995,11.80100498
June,2010,########,39,062310QR24,QR24,167,24,NRT,16:46,No MMED,-1,3.89626,47.54833,-124.935,0,0,0,2,JSOES_Regular,14.2195,13.74555006,12.88950505
June,2010,########,39,062310QR29,QR29,408,29,NRT,19:13,No MMED,-1,3.563286,47.55317,-125.061,0,0,0,0,JSOES_Regular,14.3001,14.09340029,13.28034015
June,2010,########,39,062310QR24B,QR24,171,24,NRT,17:41,No MMED,-1,2.731606,47.50967,-124.933,0,0,0,1,JSOES_Regular,14.2195,13.74555006,12.88950505
June,2010,########,39,062410GH03,GH03,24,3,NRT,8:08,No MMED,-1,3.253408,47.017,-124.26,0,1,1,0,JSOES_Regular,13.5488,13.30086002,12.0728444
June,2010,########,39,062410GH06,GH06,37,6,NRT,10:01,No MMED,-1,3.433517,46.98583,-124.323,0,9,5,1,JSOES_Regular,13.6735,13.34548988,12.48837991
June,2010,########,39,062410GH10,GH10,54,10,NRT,11:51,No MMED,-1,3.476698,46.98383,-124.403,0,8,4,2,JSOES_Regular,13.4254,13.34362984,12.2163249
June,2010,########,39,062410GH16,GH16,83,16,NRT,13:56,No MMED,-1,2.996518,46.98466,-124.554,0,11,4,21,JSOES_Regular,14.533,13.71429996,11.86568999
June,2010,########,39,062410GH21,GH21,109,21,NRT,16:01,No MMED,-1,4.115629,47.01617,-124.697,0,10,10,38,JSOES_Regular,13.0876,12.48190012,11.90558009
June,2010,########,39,062410GH26,GH26,146,26,NRT,18:08,No MMED,-1,3.943891,47.0145,-124.817,0,2,12,14,JSOES_Regular,14.3564,13.84807005,13.06867003
June,2010,########,39,062410GH31,GH31,149,31,NRT,19:45,No MMED,-1,3.77812,47.01133,-124.945,0,0,13,3,JSOES_Regular,14.4875,14.35626011,12.87322502
June,2010,########,39,062510WB05,WB05,29,5,NRT,8:02,No MMED,-1,3.459509,46.68167,-124.189,0,9,3,1,JSOES_Regular,12.9767,12.25814981,10.82307992
June,2010,########,39,062510WB09,WB09,57,9,NRT,10:01,No MMED,-1,3.674766,46.68433,-124.294,0,10,6,0,JSOES_Regular,13.7055,13.15418005,12.10420499
June,2010,########,39,062510WB14,WB14,80,14,NRT,12:06,No MMED,-1,3.748845,46.6815,-124.4,0,13,13,63,JSOES_Regular,13.0077,12.90779991,11.50813489
June,2010,########,39,062510WB19B,WB19,101,19,NRT,15:00,No MMED,-1,3.921459,46.68817,-124.505,0,20,13,36,JSOES_Regular,13.1411,13.10351992,12.09156499
June,2010,########,39,062510WB23,WB23,124,23,NRT,17:06,No MMED,-1,1.434181,46.68483,-124.612,0,6,5,6,JSOES_Regular,13.2453,12.52079992,11.63642998
June,2010,########,39,062510WB30,WB30,275,30,NRT,19:09,No MMED,-1,3.131713,46.68133,-124.793,0,10,2,0,JSOES_Regular,14.3318,14.19140005,13.34953008
June,2010,########,39,062510WB19,WB19,106,19,NRT,14:13,No MMED,-1,1.152104,46.68367,-124.511,0,6,1,1,JSOES_Regular,13.1411,13.10351992,12.09156499
June,2010,########,39,062610CR30,CR30,516,30,NRT,19:38,No MMED,-1,3.551163,46.17417,-124.673,1,0,0,0,JSOES_Regular,14.752,13.42873001,12.23364501
June,2010,########,39,062610CR04,CR04,27,4,NRT,7:58,No MMED,-1,3.457794,46.1485,-124.067,0,0,0,2,JSOES_Regular,10.8233,10.43816004,9.850064993
June,2010,########,39,062610CR07,CR07,56,7,NRT,9:44,No MMED,-1,3.613994,46.138,-124.138,0,8,4,0,JSOES_Regular,12.2768,11.12154999,9.913589907
June,2010,########,39,062610CR10,CR10,77,10,NRT,11:20,No MMED,-1,3.876843,46.18167,-124.237,0,14,1,0,JSOES_Regular,12.3768,11.95052977,11.11950483
June,2010,########,39,062610CR15,CR15,111,15,NRT,13:28,No MMED,-1,3.85323,46.18383,-124.34,0,16,6,0,JSOES_Regular,12.9664,12.76353998,11.89429502
June,2010,########,39,062610CR20,CR20,130,20,NRT,15:33,No MMED,-1,3.688339,46.18517,-124.446,0,7,8,18,JSOES_Regular,13.6648,13.38638992,12.45771999
June,2010,########,39,062610CR25,CR25,151,25,NRT,17:34,No MMED,-1,3.946291,46.1825,-124.564,0,13,1,1,JSOES_Regular,14.0777,13.70727015,12.41716008
June,2010,########,39,062710CM01,CM01,34,1,NRT,8:04,No MMED,-1,3.694131,45.5025,-124.015,0,0,0,0,JSOES_Regular,11.3757,11.00678997,10.26594005
June,2010,########,39,062710CM03,CM03,51,3,NRT,9:35,No MMED,-1,3.781297,45.50067,-124.04,0,0,2,0,JSOES_Regular,10.9488,10.50021,9.627349997
June,2010,########,39,062710CM05,CM05,83,5,NRT,11:26,No MMED,-1,4.080454,45.497,-124.096,0,1,4,18,JSOES_Regular,14.41,14.02015982,12.61812491
June,2010,########,39,062710CM10,CM10,135,10,NRT,13:35,No MMED,-1,3.686423,45.50033,-124.214,0,0,2,10,JSOES_Regular,14.2636,13.88348999,12.55235
June,2010,########,39,062710CM15,CM15,170,15,NRT,16:36,No MMED,-1,3.570873,45.50183,-124.325,0,0,0,1,JSOES_Regular,15.3594,15.12230988,13.88802991
June,2010,########,39,062710CM20,CM20,271,20,NRT,18:58,No MMED,-1,2.911394,45.48883,-124.458,0,0,0,1,JSOES_Regular,15.1383,13.90713997,12.68023
June,2010,########,39,062710CM10B,CM10,137,10,NRT,14:29,No MMED,-1,3.119542,45.465,-124.214,0,0,2,6,JSOES_Regular,14.2636,13.88348999,12.55235
June,2010,########,39,062810NH03,NH03,43,3,NRT,8:03,No MMED,-1,3.627052,44.68483,-124.133,0,0,0,0,JSOES_Regular,9.0949,8.81245985,8.51232996
June,2010,########,39,062810NH05,NH05,59,5,NRT,9:49,No MMED,-1,3.315369,44.68616,-124.18,0,0,1,0,JSOES_Regular,11.0084,10.08804998,9.163714981
June,2010,########,39,062810NH10,NH10,78,10,NRT,11:52,No MMED,-1,4.286766,44.683,-124.286,0,0,0,0,JSOES_Regular,13.1693,13.02832003,12.47653003
June,2010,########,39,062810NH15,NH15,90,15,NRT,13:54,No MMED,-1,3.422745,44.68267,-124.409,0,0,0,0,JSOES_Regular,14.5953,14.41583996,13.13678489
June,2010,########,39,062810NH20,NH20,142,20,NRT,16:00,No MMED,-1,3.709812,44.68667,-124.526,0,0,0,0,JSOES_Regular,14.4865,14.45052996,13.22002006
June,2011,########,42,062011FS04,FS04,29,4,NRT,7:59,No MMED,-1,3.612068,48.2395,-124.792,0,0,0,0,JSOES_Regular,9.4817,9.282269955,8.799865007
June,2011,########,42,062011FS07,FS07,51,7,NRT,9:44,No MMED,-1,3.817431,48.248,-124.866,0,0,2,6,JSOES_Regular,10.9843,10.5826499,9.698884916
June,2011,########,42,062011FS09,FS09,97,9,NRT,11:26,No MMED,-1,3.379956,48.20517,-124.926,0,0,1,4,JSOES_Regular,11.9045,11.64371004,10.56749506
June,2011,########,42,062011FS12,FS12,260,12,NRT,13:13,No MMED,-1,3.806397,48.211,-124.994,0,1,1,18,JSOES_Regular,11.4354,10.76688004,9.779229927
June,2011,########,42,062011FS17,FS17,121,17,NRT,15:17,No MMED,-1,3.493207,48.21067,-125.126,0,0,0,8,JSOES_Regular,11.5162,11.05767002,10.28819003
June,2011,########,42,062011FS22,FS22,116,22,NRT,17:20,No MMED,-1,3.844931,48.2485,-125.258,0,0,1,4,JSOES_Regular,14.2498,13.16057987,11.99967999
June,2011,########,42,062011FS29,FS29,118,29,NRT,19:43,No MMED,-1,3.628167,48.24817,-125.415,0,0,0,0,JSOES_Regular,12.2765,11.72414017,10.50861015
June,2011,########,42,062111LP04,LP04,33,4,NRT,7:51,No MMED,-1,1.140589,47.894,-124.724,0,0,0,1,JSOES_Regular,12.4656,12.46440983,11.62172995
June,2011,########,42,062111LP06,LP06,45,6,NRT,9:10,No MMED,-1,3.991924,47.93567,-124.794,0,0,3,4,JSOES_Regular,12.7343,12.17546997,10.57115998
June,2011,########,42,062111LP09,LP09,79,9,NRT,11:04,No MMED,-1,3.829728,47.93767,-124.884,0,0,1,7,JSOES_Regular,12.0339,11.36327991,10.12959485
June,2011,########,42,062111LP12,LP12,104,12,NRT,12:50,No MMED,-1,2.988195,47.895,-124.957,0,0,1,18,JSOES_Regular,12.5692,12.31611986,11.42963996
June,2011,########,42,062111LP17,LP17,137,17,NRT,14:57,No MMED,-1,3.535877,47.9355,-125.095,0,0,0,8,JSOES_Regular,12.7271,11.60475025,10.63936515
June,2011,########,42,062111LP22,LP22,171,22,NRT,17:03,No MMED,-1,3.221179,47.933,-125.2,0,0,1,39,JSOES_Regular,13.5289,12.74933996,11.842415
June,2011,########,42,062111LP27,LP27,460,27,NRT,19:03,No MMED,-1,3.516807,47.925,-125.312,0,0,0,0,JSOES_Regular,14.0199,13.57156,13.05824499
June,2011,########,42,062211QR06,QR06,29,6,NRT,8:24,No MMED,-1,3.999587,47.55267,-124.517,0,9,6,8,JSOES_Regular,13.5594,12.58699989,10.75356493
June,2011,########,42,062211QR10,QR10,53,10,NRT,10:23,No MMED,-1,3.978958,47.54917,-124.618,0,1,2,3,JSOES_Regular,11.9944,11.04234991,9.763665056
June,2011,########,42,062211QR14,QR14,75,14,NRT,12:24,No MMED,-1,3.972691,47.5595,-124.706,0,1,12,10,JSOES_Regular,13.2779,13.11822996,11.57697492
June,2011,########,42,062211QR19,QR19,110,19,NRT,15:17,No MMED,-1,3.749691,47.55133,-124.817,0,0,0,0,JSOES_Regular,12.3702,11.81822004,10.85194507
June,2011,########,42,062211QR24,QR24,167,24,NRT,17:39,No MMED,-1,3.878326,47.546,-124.929,0,0,0,0,JSOES_Regular,13.7086,13.60542984,12.96047497
June,2011,########,42,062211QR14B,QR14,77,14,NRT,13:21,No MMED,-1,3.055706,47.51933,-124.7,0,0,2,3,JSOES_Regular,13.2779,13.11822996,11.57697492
June,2011,########,42,062311GH03,GH03,22,3,NRT,7:50,No MMED,-1,3.436199,47.01983,-124.25,0,13,3,1,JSOES_Regular,13.8961,13.62385998,11.66305008
June,2011,########,42,062311GH06,GH06,35,6,NRT,9:31,No MMED,-1,3.565543,47.021,-124.324,0,10,4,2,JSOES_Regular,13.7944,13.01714001,11.36680498
June,2011,########,42,062311GH10,GH10,53,10,NRT,11:23,No MMED,-1,3.931477,47.01933,-124.428,0,11,3,1,JSOES_Regular,14.8117,14.52369003,12.54168496
June,2011,########,42,062311GH16,GH16,76,16,NRT,13:35,No MMED,-1,3.72073,47.01867,-124.567,0,4,12,15,JSOES_Regular,14.3073,13.10231991,11.27603493
June,2011,########,42,062311GH26,GH26,147,26,NRT,17:57,No MMED,-1,3.644951,47.01133,-124.818,0,0,0,0,JSOES_Regular,14.3121,14.21645012,12.84657001
June,2011,########,42,062311GH31,GH31,149,31,NRT,20:12,No MMED,-1,3.457814,47.00566,-124.941,0,0,0,0,JSOES_Regular,14.2307,14.20457983,13.25673995
June,2011,########,42,062411WB30,WB30,292,30,NRT,19:30,No MMED,-1,3.851373,46.672,-124.787,13,0,0,0,JSOES_Regular,14.4353,13.84345007,12.546595
June,2011,########,42,062411WB05,WB05,34,5,NRT,7:45,No MMED,-1,3.399066,46.68117,-124.193,0,7,3,1,JSOES_Regular,13.7615,12.39565001,10.30848
June,2011,########,42,062411WB09,WB09,58,9,NRT,9:47,No MMED,-1,3.817165,46.68433,-124.298,0,11,3,4,JSOES_Regular,14.7079,14.37205,12.07031999
June,2011,########,42,062411WB14,WB14,79,14,NRT,11:50,No MMED,-1,3.397621,46.686,-124.408,0,3,6,9,JSOES_Regular,14.8929,13.55361996,11.39418502
June,2011,########,42,062411WB19,WB19,108,19,NRT,15:12,No MMED,-1,4.071721,46.6865,-124.521,0,3,3,15,JSOES_Regular,14.4493,14.01019993,11.91730499
June,2011,########,42,062411WB23,WB23,123,23,NRT,17:13,No MMED,-1,3.726511,46.68583,-124.62,0,0,0,0,JSOES_Regular,14.5614,14.50374012,12.71431999
June,2011,########,42,062411WB14B,WB14,80,14,NRT,13:03,No MMED,-1,4.121912,46.68333,-124.416,0,9,3,18,JSOES_Regular,14.8929,13.55361996,11.39418502
June,2011,########,42,062511CR04,CR04,34,4,NRT,7:47,No MMED,-1,3.59935,46.14167,-124.079,0,4,2,0,JSOES_Regular,10.7513,9.455829906,8.769299936
June,2011,########,42,062511CR07,CR07,61,7,NRT,9:30,No MMED,-1,3.89653,46.14517,-124.161,0,1,0,0,JSOES_Regular,11.7217,10.00352001,8.993389988
June,2011,########,42,062511CR10,CR10,70,10,NRT,11:16,No MMED,-1,4.5102,46.18133,-124.221,0,15,3,0,JSOES_Regular,13.06,11.57689991,10.00823994
June,2011,########,42,062511CR15,CR15,110,15,NRT,13:22,No MMED,-1,4.058708,46.18583,-124.338,0,5,3,0,JSOES_Regular,14.7522,14.63492985,12.70496492
June,2011,########,42,062511CR20,CR20,130,20,NRT,15:27,No MMED,-1,4.217617,46.18616,-124.456,0,0,9,4,JSOES_Regular,15.0459,14.18927011,12.70584507
June,2011,########,42,062511CR25,CR25,150,25,NRT,17:30,No MMED,-1,4.418835,46.18467,-124.561,0,2,0,16,JSOES_Regular,15.176,14.01829987,12.00756998
June,2011,########,42,062511CR30,CR30,350,30,NRT,19:50,No MMED,-1,3.739999,46.16933,-124.671,0,0,0,21,JSOES_Regular,15.4348,15.33472004,14.22025008
June,2011,########,42,062611CM01,CM01,34,1,NRT,7:51,No MMED,-1,3.648881,45.519,-124.007,0,0,0,0,JSOES_Regular,9.1803,8.762809849,8.486939907
June,2011,########,42,062611CM03,CM03,62,3,NRT,9:26,No MMED,-1,4.078585,45.50717,-124.053,0,4,5,0,JSOES_Regular,10.6847,10.09131002,9.166424942
June,2011,########,42,062611CM05,CM05,84,5,NRT,11:07,No MMED,-1,4.145183,45.49866,-124.097,0,0,8,0,JSOES_Regular,10.7403,10.33564005,9.433239985
June,2011,########,42,062611CM10,CM10,129,10,NRT,13:13,No MMED,-1,4.139313,45.50233,-124.207,0,0,0,1,JSOES_Regular,13.8453,12.83787994,11.33127499
June,2011,########,42,062611CM15,CM15,169,15,NRT,15:13,No MMED,-1,4.123046,45.50233,-124.327,0,0,0,2,JSOES_Regular,15.1473,14.55216007,13.18741002
June,2011,########,42,062611CM20,CM20,232,20,NRT,17:16,No MMED,-1,4.130396,45.50033,-124.447,0,0,0,1,JSOES_Regular,15.71,15.36702013,13.39891009
June,2011,########,42,062611CM25,CM25,478,25,NRT,19:19,No MMED,-1,3.868342,45.4895,-124.564,0,0,0,1,JSOES_Regular,15.8512,14.74764996,13.38469996
June,2011,########,42,062711NH30,NH30,141,30,NRT,19:27,No MMED,-1,3.403716,44.6545,-124.754,259,0,0,1,JSOES_Regular,15.6475,15.57042999,14.19959502
June,2011,########,42,062711NH03,NH03,43,3,NRT,7:51,No MMED,-1,3.510255,44.64817,-124.127,0,0,0,0,JSOES_Regular,9.189,8.918120098,8.498690009
June,2011,########,42,062711NH05,NH05,55,5,NRT,9:27,No MMED,-1,2.904146,44.68567,-124.164,0,0,0,0,JSOES_Regular,9.4077,8.797849941,8.356220031
June,2011,########,42,062711NH10,NH10,77,10,NRT,11:15,No MMED,-1,3.992245,44.68633,-124.293,0,0,0,0,JSOES_Regular,11.5095,10.43306999,9.629809904
June,2011,########,42,062711NH15,NH15,92,15,NRT,13:15,No MMED,-1,3.7851,44.68433,-124.414,0,0,0,0,JSOES_Regular,13.294,11.97645988,10.64826994
June,2011,########,42,062711NH20,NH20,137,20,NRT,15:22,No MMED,-1,3.023748,44.64783,-124.534,0,0,0,0,JSOES_Regular,13.8455,13.81186018,12.65820012
June,2011,########,42,062711NH25,NH25,269,25,NRT,17:37,No MMED,-1,3.59523,44.66033,-124.634,0,0,0,3,JSOES_Regular,15.7938,15.52102995,13.81745491
June,2012,########,46,062112FS04,FS04,32,4,NRT,8:08,No MMED,-1,3.097107,48.21153,-124.794,0,0,7,0,JSOES_Regular,10.3003,9.596469975,8.961534977
June,2012,########,46,062112FS07,FS07,55,7,NRT,10:06,No MMED,-1,3.172942,48.20667,-124.868,0,0,12,6,JSOES_Regular,12.048,11.69850016,10.98647008
June,2012,########,46,062112FS09,FS09,113,9,NRT,12:07,No MMED,-1,3.376032,48.2413,-124.919,0,0,2,2,JSOES_Regular,11.8726,11.11515999,10.01669502
June,2012,########,46,062112FS12,FS12,168,12,NRT,14:14,No MMED,-1,2.839976,48.24608,-124.992,0,0,13,9,JSOES_Regular,12.0437,12.05029001,11.06218996
June,2012,########,46,062112FS17,FS17,120,17,NRT,16:24,No MMED,-1,3.363068,48.24048,-125.123,0,0,8,2,JSOES_Regular,12.9375,12.26967001,11.12739992
June,2012,########,46,062112FS22,FS22,182,22,NRT,18:54,No MMED,-1,3.698912,48.24328,-125.239,0,0,1,5,JSOES_Regular,12.6542,11.82339001,10.82579498
June,2012,########,46,062112FS29,FS29,122,29,NRT,20:41,No MMED,-1,3.667798,48.24568,-125.421,0,0,5,4,JSOES_Regular,12.1005,11.42657013,10.5592
June,2012,########,46,062212LP04,LP04,35,4,NRT,7:47,No MMED,-1,3.555657,47.93202,-124.75,0,0,6,5,JSOES_Regular,13.0076,12.40265007,11.43655496
June,2012,########,46,062212LP06,LP06,58,6,NRT,9:40,No MMED,-1,3.919813,47.92612,-124.809,0,0,11,6,JSOES_Regular,12.8224,12.10668993,11.0456449
June,2012,########,46,062212LP09,LP09,83,9,NRT,11:45,No MMED,-1,3.86855,47.92875,-124.886,0,0,35,14,JSOES_Regular,12.7196,12.59142008,11.46614504
June,2012,########,46,062212LP12,LP12,107,12,NRT,13:54,No MMED,-1,3.386832,47.93667,-124.961,0,0,6,9,JSOES_Regular,13.4295,13.39989996,12.70286498
June,2012,########,46,062212LP17,LP17,130,17,NRT,16:36,No MMED,-1,2.901243,47.92458,-125.064,0,0,3,0,JSOES_Regular,13.3614,12.60733986,11.25875993
June,2012,########,46,062212LP22,LP22,178,22,NRT,18:55,No MMED,-1,3.670801,47.9304,-125.207,0,0,0,0,JSOES_Regular,13.1686,12.51274996,11.52414999
